Concepticon_Gloss.xo,Concepticon_Gloss.yo,xo_source_score,xo_source_odds,labels
VILLAGE,YARD,2067254.3999999857,2.0054826811776802,1.0
SECOND,TWICE,936572.0,2.0052269632513853,1.0
SWAY,WALK (TAKE A WALK),975293.4705882331,2.0051151894176056,1.0
ASK (REQUEST),KICK,2131174.980392155,2.0046405343919993,1.0
ROOT,KICK,2131174.980392155,2.0046405343919993,1.0
AND,COCONUT,2547469.9649122907,2.004627862262858,1.0
ARM,PALM OF HAND,3895472.117647071,2.0043935542408935,1.0
WOUND,BOIL (OF SKIN),1435322.111111122,2.0043813406433744,1.0
SICK,PAINFUL,2437405.793103437,2.0043424962527885,1.0
TAKE,BARLEY,4766616.555555515,2.0043126899024664,1.0
RUN,MAT,2240803.3584905197,2.0039908825634383,1.0
STEAL,LICK,2323172.111111129,2.0038853227270823,1.0
HAIR (HEAD),PLANTAIN,2946821.709677436,2.0038547051677322,1.0
WALK,SONG,5039104.876712309,2.0035833047903013,1.0
HEAD,SERVANT,2921780.9016393116,2.0035075373088493,1.0
WATER,BE HUNGRY,4272095.28571431,2.00307142548733,1.0
PRESS,THRESH,2389709.2727273,2.002611616709492,1.0
RELATIVES,ANCESTORS,1681076.047619061,2.0025512199597513,1.0
STRENGTH,WIN,962283.4444444398,2.002551124814123,1.0
WHEEL,OR,1366744.0909090915,2.0022270996211193,1.0
BOIL (OF SKIN),PIMPLE,932551.666666664,2.0021858817753406,1.0
NAME,NINE,2315934.814814796,2.002001807758845,1.0
LIGHT (RADIATION),TORCH OR LAMP,2341919.5714285583,2.0019498505371223,1.0
SEW,NAIL (TOOL),2713734.305084741,2.001656932237849,1.0
TONE (MUSIC),NOISE,1127396.0769230672,2.001536432911152,1.0
FAST,LEFT,2382554.454545439,2.000868014570998,1.0
SIT,BE HUNGRY,4228692.285714261,2.0005842222517853,1.0
DOOR,LADDER,1761142.0909090932,2.0003008305572774,1.0
CATCH,HIRE OR RENT,3813528.529411776,2.000242664078266,1.0
LEG,SHIN,4504178.0,2.000109863027525,1.0
OWN,OWE,2308697.518518514,2.0001077613099545,1.0
TEACH,SHOW,2720250.333333339,1.9993256260437948,1.0
FEW,CHEAP,2301460.22222224,1.998203094804187,1.0
FEW,OWE,2279748.333333317,1.9982030948041787,1.0
HEADBAND OR HEADDRESS,HELMET,935617.8947368446,1.9980734949319707,1.0
DEW,SPIDER WEB,1013586.0526315722,1.9980734949319596,1.0
NECK,COUGH,2693175.711864409,1.997891915180576,1.0
NECK,NETBAG,2693175.7118644086,1.9978919151805759,1.0
HIP,KIDNEY,1664009.2857142813,1.997862018278752,1.0
PLAIN,YARD,2044453.7999999986,1.9977271597073898,1.0
MAIZE,LIZARD,848983.0909090833,1.997703162479071,1.0
PISS,URINE,1759224.000000007,1.9975953979106869,1.0
FLOOR,ALONE,2226157.5849056765,1.9957604369329995,1.0
SEA,TIDE,2412672.4285714426,1.9954610815879894,1.0
DARK,OBSCURE,2295522.385964931,1.9942002773029441,1.0
HAND,PALM OF HAND,3643338.0,1.9932696231486877,1.0
STOMACH,MILL,2658911.3898304827,1.9927887583085537,1.0
HEAVY,SPINDLE,2036853.5999999892,1.9924736051860068,1.0
NEW,NINE,2258036.444444431,1.9924244741578843,1.0
SCRAPE,BRUISE,1728069.0,1.99213048064609,1.0
CHILI PEPPER,SHAME,1031481.0000000065,1.9921010893337372,1.0
KILL,STRIKE,4121264.3661971996,1.991566058715646,1.0
CORRECT (RIGHT),ENOUGH,3731584.9411764764,1.990509403968575,1.0
MAKE,WORK (ACTIVITY),2006452.8000000145,1.9898213822463127,1.0
LOOK,ENOUGH,3700068.1764706196,1.9877040604830563,1.0
WATER,STRIKE,4244287.183098562,1.987148842853201,1.0
UNDERSTAND,FEEL (TACTUALLY),2435493.263157919,1.9865220536257935,1.0
SKIN,SOUP,5586480.894736791,1.9860482292841986,1.0
GIVE,ARMY,4437042.555555557,1.9855326793485806,1.0
RIPE,RESULT IN,1963546.8367347105,1.9852525187930756,1.0
FRUIT,BALL,2807596.3606557534,1.9852388576710522,1.0
HAIR (HEAD),TODAY,3011289.063492109,1.9849626576795796,1.0
BORROW,SUGAR CANE,1880844.3333333412,1.9848481943888754,1.0
WOOD,CENTER OR MIDDLE,5203340.266666637,1.9847861459882448,1.0
WORD,LAW,3234807.692307667,1.9843806072988324,1.0
STAB TO DEATH,CHISEL,1406479.285714281,1.9843644971797467,1.0
BOY,MALE PERSON,3263970.21212123,1.9838452614576199,1.0
WAKE UP,EIGHT,1535926.3846153875,1.983198772598591,1.0
ENOUGH,READY,1112446.6000000131,1.9829763804511515,1.0
GRIND,THRESH,2275232.1818181733,1.9829002484946243,1.0
LEAVE,PLAIT OR BRAID OR WEAVE,3496415.671641802,1.982837277490705,1.0
VOICE,LAW,3221868.461538443,1.9828203563712448,1.0
BLOOM,CHOPSTICKS,883307.1538461584,1.9826445832458306,1.0
HATE,ANGRY,883307.1538461583,1.98264458324583,1.0
COOK (SOMETHING),STIR,3630731.294117619,1.9825371441257837,1.0
NEEDLE (FOR SEWING),CATTY (MASS UNIT),1435322.1111111224,1.9825001738039152,1.0
LONG,LAST (ENDURE),3101037.5,1.9818625580956195,1.0
SMALL,THIN,3081452.0,1.9818625580956113,1.0
BEHIND,BACKWARD,1983652.199999985,1.9817609394767512,1.0
EMBERS,CRAB,1294500.0,1.981493499448684,1.0
SEW,SHOW,2693115.6666666837,1.9814449262837945,1.0
PEEL,BROKEN,1604992.317073191,1.9812774874095977,1.0
WASH,FRY,2978342.7936507924,1.9811954693496523,1.0
ONE,ALONE,2065054.0754716992,1.9808865907453899,1.0
SOUL,BRAIN,2520499.1724137734,1.9804934949924469,1.0
BREAK (CLEAVE),DAMAGE,2472028.0344827245,1.9804934949924164,1.0
THOU,RICH,3334507.878787915,1.980275785370678,1.0
FATHER,MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT),2056133.607843136,1.9801343782908642,1.0
VILLAGE,NATIVE COUNTRY,2018612.9215686412,1.9801343782908607,1.0
PEOPLE,CITIZEN,1669453.2173913193,1.9796459285132597,1.0
DOG,DRUM,1765767.8260869696,1.9796459285132597,1.0
BITTER,POISON,1991252.3999999838,1.9790389681169525,1.0
SPEAK,EMBRACE,6098539.384615336,1.9774537651865653,1.0
CUT,HARVEST,6092697.871794924,1.9772786022520383,1.0
CLOTH,RAG,1848044.081632631,1.9764703011415372,1.0
INTESTINES,HIDE,1357980.0,1.9763976842694289,1.0
"DWELL (LIVE, RESIDE)",BE SILENT,3900069.5714285765,1.976138467028546,1.0
GOOD,RICH,3289620.2727272706,1.9759052719317178,1.0
HUNT,SWEAR,1671151.093023243,1.9752985350925967,1.0
PERSON,MALE PERSON,3097244.818181815,1.975167405175042,1.0
RESCUE,HELP,1311751.3333333398,1.9750653002378267,1.0
DISAPPEAR,DIE (FROM ACCIDENT),1406805.7777777866,1.9750653002378111,1.0
TRAP (PITFALL),BAIT,1340267.6666666598,1.9750653002377792,1.0
SHUT,CATTY (MASS UNIT),1425816.6666666595,1.9750653002377687,1.0
DRAG,PULL OUT,1326247.9696969825,1.9749016642930992,1.0
SISTER,FRIEND,3144233.0769230453,1.9748379203045243,1.0
RAINING OR RAIN,COCONUT,2407499.087719319,1.9738173783595876,1.0
SAY,CAUSE,5266576.368421073,1.9736900733607288,1.0
THING,ITEM,1647839.3061224627,1.9735031601778268,1.0
MOTHER,BLIND,2341919.571428558,1.9733975703826507,1.0
MESSAGE,FAIRY TALE,978593.3333333305,1.9725871928596364,1.0
EXPENSIVE,BRIDE PRICE,1535549.9999999881,1.9715945332508404,1.0
SINK (DESCEND),SWALLOW,1508980.307692315,1.9711440627895187,1.0
SINK (DESCEND),DROP,1508980.307692315,1.9711440627895187,1.0
SINK (DESCEND),DROWNED,1347303.8461538348,1.9711440627895034,1.0
AIR,BREATH,1645957.860465127,1.9707209790025064,1.0
ROOM,YOKE,1894245.1836734777,1.970515813436775,1.0
ROPE,BLOOD VESSEL,1925045.9183673693,1.9705158134367657,1.0
CEASE,DIVORCE,2780522.516129008,1.969386600208883,1.0
MOSQUITO,WASP,1812057.5106382966,1.9693718441160648,1.0
SIT,CHAIR,4168500.777777758,1.96922034372553,1.0
WINDOW,ONION,936572.0,1.9689929171053926,1.0
WET,DRUM,1781820.260869575,1.9685708832281132,1.0
WET,WAIT (FOR),1781820.2608695747,1.968570883228113,1.0
HAIR,FLAX,2075295.3846153878,1.9680519552025921,1.0
LEAVE,RETREAT,3441630.7058823793,1.9660670804887925,1.0
GO,DANGER,4809509.466666657,1.9659845807377359,1.0
HEAD,FOREHEAD,2839968.4603174464,1.965480947837638,1.0
SPEAK,TARO,6045433.39240504,1.9639965721172696,1.0
HOLE,SPOON,2372506.3684210693,1.9639328489080927,1.0
ROAD,DISTANCE,2866325.4761904827,1.9634405442980452,1.0
GET,PREPARE,4294141.054794546,1.9632787390654933,1.0
SKY,STORM,3305702.089552205,1.9624532814702256,1.0
NOSE,SUGAR CANE,1841822.6666666593,1.962449184862313,1.0
EDGE,CORNER,2774075.920634918,1.962413742019538,1.0
AGE,TEAR (OF EYE),1945651.200000002,1.962325672755866,1.0
SPIRIT,THOUGHT,1718501.2222222253,1.9623224715386784,1.0
EAT,LUNCH,4484407.6216216395,1.962308315435283,1.0
PINCH,STRAIN,2171188.888888879,1.96199583025234,1.0
BE ALIVE,LEFT,2232303.272727233,1.9619487899035133,1.0
CANNON OR GUN,GUN,804482.6666666705,1.9617621181263596,1.0
GUESS,SWEAR,1645957.8604651275,1.9614540793038346,1.0
BLOW (WITH MOUTH),CLOSE (EYES),1894245.1836734775,1.961430453275624,1.0
BOW,DRAW (WATER),1765767.8260869693,1.9610490949634274,1.0
TEACH,PREACH,2714002.8387096575,1.9605104766451205,1.0
MALE (OF PERSON),MARRIED MAN,2780665.174603204,1.960346793481698,1.0
SHAKE,SWING (MOVEMENT),1907650.200000016,1.9594748428296738,1.0
POUND,BEAT,1938050.999999988,1.9594748428296564,1.0
SPACE (AVAILABLE),BETWEEN,1071336.3333333302,1.9588965198266626,1.0
DISTANCE,BETWEEN,1084244.0,1.9588965198266528,1.0
DEEP,EIGHT,1499998.2820512697,1.9588708640194121,1.0
HE-GOAT,KID,1142038.4814814688,1.9585864656295096,1.0
BIRD,COUGH,2494442.644067823,1.958568242071655,1.0
SKIN,PULL OFF (SKIN),5508546.589743505,1.9583418267476331,1.0
SILKWORM,CICADA,500724.0,1.9577579330945716,1.0
POWDER,OPPOSITE,500724.0,1.9577579330945716,1.0
THROW,LICK,2156714.296296305,1.9577338272332774,1.0
ONE,LICK,2156714.296296305,1.9577338272332765,1.0
ONE,FINE OR THIN,2156714.296296305,1.9577338272332765,1.0
GATHER,FRAGRANT,2646394.655737667,1.9569637467092174,1.0
BIG,ENOUGH,3372293.8235293827,1.9569036789137206,1.0
DENY,SWEAR,1637560.116279062,1.9567638219967458,1.0
KEEP,LAST (ENDURE),2918239.5,1.9562456950060352,1.0
KEEP,HERD (SOMETHING),2905182.5,1.9562456950060343,1.0
ASK (REQUEST),INVITE,2050408.3018868028,1.956221640712328,1.0
HILL,ELEVATION,1874659.0188679243,1.9562216407122963,1.0
WHEAT,OAT,1316123.9393939583,1.9562045362724174,1.0
NIGHT,NORTH,2142239.703703694,1.9555837814863541,1.0
SHOVEL,SPOON,2337513.6491227658,1.9554506502420612,1.0
SON,WHEN,3122894.878787916,1.954974517951552,1.0
SON,MALE PERSON,3103657.33333332,1.95497451795148,1.0
PAPER,KNIFE (CLASSIFIER),1482599.9999999932,1.9543713449093236,1.0
PAPER,PEPPER,1526724.9999999932,1.9543713449093107,1.0
MOVE,CRAWL OR CREEP,1710356.6666666572,1.9541494479061576,1.0
OLD (AGED),MAKE DRY,2892125.5,1.9523378760966257,1.0
CATCH,HOE,3770649.3380281776,1.9519412074628004,1.0
SHIVER,STRAIN,2135002.407407401,1.9512450308054003,1.0
SPEAK,SCOLD,6005045.999999958,1.9508758088747225,1.0
PADDLE,SPOON,2253531.1228070054,1.9502502991239647,1.0
LEARN,RICH,3084419.78787877,1.950020906193112,1.0
HORSE,BUSH,1702212.1111111303,1.9500151764425866,1.0
LEAVE,GET LOST,3450632.0,1.9497829761535654,1.0
DIE,GET LOST,3438129.71014492,1.9497829761535477,1.0
BACK,SPINE,1597217.2608695757,1.9495524760796739,1.0
OBEY,SURRENDER,1645386.2727272601,1.9493154309655432,1.0
SILENCE,QUIET,1544262.8780487818,1.949267822962265,1.0
GET,FLAX OR LINEN,4268001.891891863,1.948579580119703,1.0
DRAW MILK,CHOKE,2281525.2982456284,1.948497887999855,1.0
LEAD (GUIDE),EARN,2008589.4615384596,1.9481977702943891,1.0
NEW,NEWS,2228715.0,1.947823032479216,1.0
LIGHT (COLOR),TORCH OR LAMP,2242865.571428559,1.9478230324791912,1.0
STONE,WALL (OF HOUSE),2660787.0967742214,1.9477711218802394,1.0
FRUIT,FOREHEAD,2767486.6666666805,1.947559007889038,1.0
END (OF SPACE),CORNER,2747718.9047618746,1.9475590078890004,1.0
BALE-BALE (RAISED PLATFORM IN HOUSE),RACK (FOR STORING FOOD),666420.0,1.9474107612496117,1.0
NAKED,BALD,766383.0,1.947410761249598,1.0
SEIZE,CONVICT,4947013.207792262,1.9472709175638265,1.0
SMELL (PERCEIVE),FRAGRANT,2585944.0163934752,1.9468166443224606,1.0
THOU,THEE (OBLIQUE CASE OF YOU),3221013.352941197,1.946564943882834,1.0
KILL,GROAN,4231934.270270286,1.9462799083248523,1.0
OIL (ORGANIC SUBSTANCE),BREAK (OF ROPE),1958579.8235294013,1.945855653128047,1.0
HOLD,EMBRACE,5117165.230769281,1.9456767816584226,1.0
WASH,FRIEND,2943675.0,1.9452236550887279,1.0
CLAW,PALM OF HAND,3277743.5294117746,1.9451434225708377,1.0
MOUNTAIN OR HILL,SPINDLE,1900050.0,1.9449294874461385,1.0
STINKING,RIB,1387794.888888879,1.9445921942633904,1.0
SLEEP,WEAR,3258833.470588225,1.9444287400608202,1.0
FORK,MATCH,1416874.1621621815,1.944144311162965,1.0
PITCHFORK,MATCH,1416874.1621621815,1.944144311162965,1.0
STAND,CURE,2228715.0,1.944003313358245,1.0
HOLE,SPRING OR WELL,2326614.6206896678,1.9431401306117546,1.0
EYE,SPRING OR WELL,2354312.4137931215,1.9431401306117362,1.0
EYE,CAPE,2354312.4137931205,1.9431401306117355,1.0
YOU,THEE (OBLIQUE CASE OF YOU),3239923.4117646986,1.94299145893276,1.0
STICK (CLASSIFIER),CLOTHING (CLASSIFIER),982398.7894736901,1.9428369328547974,1.0
CORRECT (RIGHT),HOLY,3653777.6619718233,1.9424429841560857,1.0
CORRECT (RIGHT),HOE,3659928.8028168785,1.9424429841560815,1.0
STRIKE OR BEAT,THRESH,2089206.909090891,1.9417245250702708,1.0
FOG,PINE,2347387.965517273,1.9414796179980232,1.0
THATCH OR ROOF,SAGO PALM,1001582.9999999977,1.941382262283683,1.0
ARM,CHAIR,3790101.0,1.9407542932283817,1.0
DIG,PLAIT OR BRAID OR WEAVE,3095917.149253732,1.9404987336299357,1.0
CLOTHES,CLOAK,1978942.384615387,1.9404879997447408,1.0
RELATIVES,GUEST,1612313.1818181654,1.94033756717965,1.0
PAIN,ANXIETY,2267528.2105263053,1.9395900784263014,1.0
DISH,TABLE,2532210.1147540957,1.938947520936696,1.0
FOLD,PICK,1561608.7142857197,1.9384746856667037,1.0
PRESS,LOAD,2333539.06896551,1.9381317881401545,1.0
SPEAK,GIVE BIRTH,5994281.814814786,1.9380790150949831,1.0
CUT,GIVE BIRTH,5988556.617283921,1.9379073399774356,1.0
THINK (REFLECT),SUSPECT,2781141.0,1.9370738841337705,1.0
SUCK,DREAM (SOMETHING),2794198.0,1.937073884133759,1.0
SOFT,GENTLE,1202478.7297297337,1.9368532817149724,1.0
WISE,MAGICIAN,1378289.4444444363,1.9367850589207605,1.0
CATCH,BARLEY,3735172.0,1.936735193343123,1.0
UNTIE,SPICY,1500250.0,1.9366841121743739,1.0
SQUEEZE,GET LOST,3325609.1014492614,1.936660653466588,1.0
FLOW,SPRING OR WELL,2312765.7241379074,1.93644432627678,1.0
BLOW (WITH MOUTH),BEAT,1884849.5999999945,1.935962096897455,1.0
NAME,SPOON,2225536.947368404,1.9359574190526503,1.0
CARRY ON BACK,OWE,2077104.037037043,1.9356410567658218,1.0
FLOAT,OWE,2084341.3333333402,1.9356410567658198,1.0
SALTY,BRACKISH,1467214.6666666602,1.9354524510385174,1.0
THROW,THRESH,2139290.636363632,1.9354229823942888,1.0
POUND,KICK,1921059.1372548768,1.934708056119715,1.0
SHIP,RAFT,1217029.3333333205,1.9344783445375926,1.0
BRASS INSTRUMENT (HORN OR TRUMPET),TROUGH,1192824.9310344637,1.9343912114738702,1.0
CLOUD,STORM,3000560.35820892,1.9340017892919104,1.0
BOY,STEPSON,3294353.3768115463,1.9339220181408934,1.0
HIT,DRAW (WATER),1693531.8695652036,1.9338104628272232,1.0
SEIZE,EMBRACE,4901029.256410282,1.9337691959521697,1.0
ROOT,BASKET,2077104.0370370422,1.9333571631413649,1.0
LOCK,FROG,1240543.4516128888,1.9332066486976733,1.0
TWIST,QUIET,1526911.609756094,1.932630367381906,1.0
BE ABLE,POWER,900550.0,1.932191349881255,1.0
DAY (NOT NIGHT),TODAY,2655469.34920637,1.9305814178977503,1.0
ARRIVE,ENOUGH,3126463.058823525,1.930332175037852,1.0
PLACE (POSITION),OUTSIDE,2179188.0,1.9302852281797809,1.0
HAND,CHAIR,3655830.111111124,1.9299835456478731,1.0
GRAIN,NAIL (TOOL),2364238.220338968,1.929538845608086,1.0
RAFTER,RIB,1368784.0,1.9289001215505277,1.0
SLEEP,LIE (REST),3113070.1739130663,1.928323856972264,1.0
TIME,TIDE,2165037.428571432,1.9282798858943948,1.0
CROW,RAVEN,774383.2173913058,1.9281586417722956,1.0
LEG,HEEL,4541134.597402577,1.9277101867442183,1.0
EARTH (SOIL),AREA,5627869.172839538,1.927554693006474,1.0
GIVE,GIVE BACK,4306862.78947371,1.927278520974141,1.0
WANT,STIR,3113856.352941198,1.9264512379627865,1.0
CLOTH,COTTON,1846017.7647058873,1.9261494334356675,1.0
FIVE,DRUM,1693531.8695652038,1.925756190992331,1.0
SICK,COMMON COLD (DISEASE),2554355.6129032476,1.92547060757761,1.0
CUT,FORGE,5955667.975609718,1.9254237690123,1.0
BREAK (DESTROY OR GET DESTROYED),DAMAGE OR INJURE,3107553.0,1.9248778726272746,1.0
SEW,PIERCE,2609344.571428561,1.9246588143175203,1.0
GO,FLY (INSECT),4725783.871794897,1.9245965343454177,1.0
PICK UP,STIR,3101249.6470588013,1.92408662235157,1.0
AND,OTHER,2478476.2131147846,1.9239087182723607,1.0
THING,COURT,1891042.5882353105,1.9232578357815306,1.0
MUROID (MOUSE OR RAT),THIN (OF LEAF AND CLOTH),1115273.538461549,1.9231889082949125,1.0
STUDY,SHOW,2401417.999999991,1.9224987298012968,1.0
BACK,WASP,1725015.4468085119,1.9220315214202897,1.0
TABLE,SHIELD,1071336.3333333302,1.9217166478327175,1.0
STRIKE (SOMEONE),BARKING,1181677.0344827485,1.9214682311263096,1.0
CALM,TROUGH,1181677.0344827485,1.9214682311263096,1.0
TREE (CLASSIFIER),RIVER (CLASSIFIER),875456.6666666664,1.9212832374290088,1.0
SOUL,FRAGRANT,2465042.737704956,1.9210852333942205,1.0
BATHE,COCONUT,2204541.3157894723,1.921012440097092,1.0
SOUND OR NOISE,ANXIETY,2197542.771929815,1.9210124400970918,1.0
NAPE (OF NECK),SKULL,1359278.555555564,1.920936213324168,1.0
FEMALE,THUMB,1401196.0,1.920679272901454,1.0
FOUR,EIGHT,1437124.1025641225,1.9206792729014515,1.0
SAY,SCOLD,5146359.0000000335,1.9199987736456474,1.0
FALL,PIERCE,2609344.571428561,1.9198205587648813,1.0
BE ALIVE,COCONUT,2197542.771929815,1.9190962380313292,1.0
PAIN,PAINFUL,2222747.8965517394,1.919055083997387,1.0
ELK,REINDEER,639410.0,1.918940007802887,1.0
BILE,SQUIRREL,639410.0,1.918940007802887,1.0
BAD,ANGER,2670156.5,1.9185156899282703,1.0
BAD,MAKE DRY,2683213.5,1.918515689928263,1.0
COUNTRY,CHAIR,3539868.888888875,1.9184597147148001,1.0
TAKE,MARRY,4579746.051282102,1.9183667000935158,1.0
LISTEN,FEEL (TACTUALLY),2183545.6842105244,1.9152307666987356,1.0
TOOTH,DREAM (SOMETHING),2663628.0,1.91509072442193,1.0
MELT,SHAVE,1379588.0,1.9145506614847985,1.0
MELT,CHANGE (BECOME DIFFERENT),1267729.5135134973,1.9145506614847652,1.0
MUD,SCAR,1709189.617021256,1.91433093173403,1.0
CARRY,FORGE,5597304.0,1.913986503018753,1.0
WATER,SOUP,4063972.3157894523,1.9138211596699892,1.0
LUNG,RIB,1321256.7777777861,1.9128921418828926,1.0
STRAIGHT,FOREHEAD,2569809.047619071,1.9123902539241069,1.0
LOW,CHEAP,2004731.0740740793,1.912153066525488,1.0
DOWN OR BELOW,CHEAP,2011968.370370385,1.9121530665254864,1.0
MAN,TARO,4711028.708860757,1.91207191651317,1.0
BLOW (WITH MOUTH),FEATHER OR FUR OR HAIR,1868530.1764705991,1.9114924995929663,1.0
WASH,UNDRESS,2905203.5671641403,1.911399411828419,1.0
TONGUE,OINTMENT,2169548.5964912465,1.9113205680647103,1.0
PATH,WINE,2808681.636363667,1.9107765917158412,1.0
ROAD,WINE,2802269.121212086,1.910776591715802,1.0
HE OR SHE OR IT,SOUP,4058048.1578947627,1.9098379459635135,1.0
BRIGHT,FRAGRANT,2411308.836065551,1.9095022188611357,1.0
DIRTY,OBSCURE,2162550.052631579,1.9093484527094815,1.0
DIG,GET LOST,3081814.449275343,1.9081502244436959,1.0
DARKNESS,BEAT,1808847.6000000164,1.9079139016706472,1.0
HARD,NINE,1997493.7777777864,1.9072763374020856,1.0
HARD,HAPPY,1997493.7777777857,1.907276337402085,1.0
SIDE,LEFT,2046277.999999995,1.9067665374921625,1.0
THIEF,ROB (VERB),809001.6666666701,1.9067238604083585,1.0
FOOT (MEASURE),RULER,647201.3333333301,1.9067238604083294,1.0
TEAR (SHRED),PICK,1493341.666666659,1.9064438794177183,1.0
SON,STEPSON,3050558.7246376765,1.9057778036544144,1.0
SON,MARKET,3038056.4347826433,1.9057778036544004,1.0
SELL,BELT,1890001.1538461638,1.9052773159061547,1.0
TOOL,MACHINE,923962.2352941183,1.9049613582212033,1.0
COOK (SOMETHING),PREPARE,3300855.958904119,1.9049333218080815,1.0
RING (MAKE SOUND),SOUND (OF INSTRUMENT OR VOICE),1053360.5714285746,1.9046841871670963,1.0
ASH,MAT,1940565.0,1.9041886786033348,1.0
MEAT,POOR,3795096.799999966,1.902725591287952,1.0
CLOTH,CLOAK,1882589.3846153861,1.9024405630742582,1.0
POUR,PLAIT OR BRAID OR WEAVE,2841632.3731342964,1.9020441184986874,1.0
PLOUGH,WORK (ACTIVITY),1801247.3999999834,1.901435834847884,1.0
PLANT (VEGETATION),POISON,1801247.3999999831,1.9014358348478837,1.0
FIELD,FRIEND,2665481.538461561,1.9012113997374496,1.0
INSECT,SPIDER,1309480.7142857192,1.9009753422371571,1.0
THINK (BELIEVE),SUSPECT,2539586.5,1.900906987570336,1.0
HOW,SIMILAR,1637348.3478260771,1.900825364323818,1.0
RESCUE,ACQUIT,1381244.6842105284,1.9006524220617564,1.0
TRAP (PITFALL),DOORPOST,1390392.0,1.9006524220617373,1.0
GIVE,MARRY,4281828.897435896,1.9003919863397492,1.0
LIFE,CUSTOM,1447299.9999999888,1.899840419897261,1.0
CHARCOAL,SPICY,1447299.999999989,1.899840419897261,1.0
SHOOT,PLAY,2503916.5079364916,1.8995227777438577,1.0
BE BORN,RESULT IN,1747941.6938775384,1.8992305484402876,1.0
GRIND,MILL,2076417.9152542476,1.899216191074516,1.0
LOUSE,FRAGRANT,2364291.672131153,1.8989708598720378,1.0
LAGOON,BAY,1071396.92592593,1.898835291296657,1.0
BE ALIVE,BRAIN,2181201.2068965593,1.8987782177471257,1.0
YESTERDAY,YOU TWO,1474857.8048780556,1.898004601222691,1.0
ROTTEN,PUS,1967575.0,1.897480296374792,1.0
ARM,ELBOW,3705589.8000000203,1.8974795957398867,1.0
ARM,POOR,3699622.6666666605,1.897479595739882,1.0
WORM,BAIT,1292740.444444436,1.8965586186789571,1.0
WORLD,RICH,2718906.42424243,1.8963834115478577,1.0
LINE,STRING,1493341.6666666588,1.8953901536573845,1.0
GOOD,HOLY,3180139.8169014296,1.8953673148510952,1.0
SAY,PROMISE,5056913.878048776,1.895117439631323,1.0
SEND,BASKET,1954070.0,1.8948089418728722,1.0
SHELF,FALSE,900550.0,1.894808823013721,1.0
STRAIGHT,FAITHFUL,2506944.0,1.8947577120102435,1.0
HOLD,RULE,5062602.195121933,1.8946507173817793,1.0
HUT,TEMPLE,1669625.0425531876,1.894554469817149,1.0
BE DEAD OR DIE,REST,1669625.0425531876,1.894554469817149,1.0
GET,MARRY,4164998.6410256173,1.8935519594508137,1.0
PILE UP,PULL UP (RICE SEEDLINGS),1823505.352941188,1.8932245978966225,1.0
INHALE,COARSE,788713.0000000028,1.8931818709166517,1.0
EARLY,HAWK,1954070.0,1.8922669974412734,1.0
SCATTER (SEEDS),CLOSE (EYES),1740241.510204095,1.8921733701120085,1.0
BRUSH,BROOM,1270681.2857142899,1.8921579095925802,1.0
CHANGE,BETRAY,2213475.2033898165,1.8920622156796456,1.0
SWEEP,COUGH,2206622.3389830436,1.8920622156796398,1.0
SUN,BE HUNGRY,3056811.2857142612,1.891887803269554,1.0
CARRY ON SHOULDER,GRASP,1860354.0769230707,1.8908990486704897,1.0
MOVE (ONESELF),STEP (VERB),1091028.4615384573,1.890449874207944,1.0
RAW,CAPE,2146578.965517249,1.8891336350140668,1.0
FUR,PULL OFF (SKIN),4100742.0,1.8890450833103718,1.0
BUY,CANDLE,2451202.476190481,1.8887675192489117,1.0
WHAT,WHEN,2648368.7575757843,1.8877500044603963,1.0
DINNER (SUPPER),BREAKFAST,1184511.5454545422,1.8875408102080466,1.0
GIVE,TARO,4246887.949367087,1.8874592228447444,1.0
DRINK,LAZY,2746275.5820895717,1.8872446734261021,1.0
PRESERVE,HERD (SOMETHING),2467773.0,1.887182371666648,1.0
BOWL,BASKET,1939595.4074073993,1.8871333790452638,1.0
SOME,UNTIL,1429650.0000000054,1.8871015582426829,1.0
HAND,ELBOW,3592214.266666649,1.8869490129472823,1.0
GO,US (OBLIQUE CASE OF WE),4648860.395061753,1.8862742691672783,1.0
HEADGEAR,HELMET,795275.2105263098,1.885959993495616,1.0
OPEN,CLOSE (EYES),1724841.1428571525,1.8850107397049685,1.0
BURNING,PESTLE,2303841.032786934,1.8848523465351086,1.0
SIT,MARRY,4036485.3589743837,1.8847791323087537,1.0
THOU,MOUSE,3185882.0,1.884761734488405,1.0
SOUL,CORNER,2431434.7142856903,1.8846230199264795,1.0
BITTER,DUNG (ANIMAL FAECES),1932358.111111121,1.8845413797241355,1.0
TURN (SOMETHING),PULL UP (RICE SEEDLINGS),1800992.941176464,1.8837988195931437,1.0
RELATIVES,CITIZEN,1573138.6086956516,1.8835337972499808,1.0
HINDER OR PREVENT,HINDER,1047849.7407407312,1.8834297923137349,1.0
SPEECH,NEWS,1995230.5714285665,1.8832966407611327,1.0
PARROT,OWL,696442.6666666713,1.8831460998226213,1.0
IRON,TIN OR TINPLATE,1788704.5454545412,1.8831068893692675,1.0
LIE DOWN,WEAR,2792385.3529411973,1.8821359432805718,1.0
HEART,ANGER,2487358.5,1.882008876004352,1.0
FIREWOOD,ANGER,2487358.5,1.8820088760043518,1.0
RYE,DANDRUFF,840219.0,1.8816492003635532,1.0
